chrom	length	end_pos	chr_type	species	reference
CM063174.1	138361200	172870637	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063175.1	137141978	159943468	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063176.1	119281112	149698698	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063177.1	113814621	142217061	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063178.1	111925572	141073814	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063179.1	107238166	139580712	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063180.1	111981908	136549115	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063181.1	85554042	127761094	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063182.1	103976283	120055242	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063183.1	95444396	116724992	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063184.1	86597149	97768044	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063185.1	65201886	74161031	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063186.1	43942398	71329622	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063187.1	39616211	59370908	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063188.1	42793129	52684868	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063189.1	40034133	49295015	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063190.1	39845003	46916255	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
CM063191.1	120626232	148489376	chrX	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000025.1	8419	3265533	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000026.1	31235	2476558	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000029.1	50855	2148735	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000032.1	97429	898210	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000033.1	3159	1174990	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000037.1	367732	3835169	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000038.1	1807	1810424	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000042.1	23217	1183385	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000043.1	1828494	10066590	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000045.1	996420	6478016	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000049.1	30222	2389108	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000052.1	152941	4033858	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000059.1	977	2423450	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000062.1	302	1579180	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000093.1	25793	2616492	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000113.1	93747	2452629	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000124.1	5682	180512	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000149.1	26352	4579133	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000159.1	122463	4015052	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000198.1	350	34524	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000200.1	432148	7995299	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000213.1	7441	5945321	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000227.1	1634	5032896	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000229.1	565	1321243	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000242.1	9849	1881999	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000265.1	11403	2906682	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000295.1	2108	828787	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000296.1	1284	1038756	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000323.1	366	970028	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000359.1	2307	2398125	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000364.1	11989	701147	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000366.1	1539	1094120	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000369.1	438	1366129	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000378.1	109	592605	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000384.1	270	1755309	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000397.1	516	1006210	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000402.1	1264	209249	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000405.1	40219	2449131	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000408.1	402374	8500923	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000409.1	168	357355	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000411.1	1710096	2423200	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000424.1	147	16248	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
JASSZA010000432.1	115779	7148128	aut	Leontocebus_nigricollis_ssp	Saguinus_oedipus_ssp
VBSM01000104.1	3473316	3813729	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000142.1	13303961	14989638	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000259.1	2054478	2367303	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000272.1	104169131	111491597	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000282.1	922630	1010017	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000316.1	10391923	11642386	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000335.1	3288558	3630265	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000361.1	101399150	108332929	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000373.1	2333807	2555368	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000413.1	20956353	22475142	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000483.1	41755651	44275698	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000500.1	10335022	11492796	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000529.1	76982521	82392606	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000565.1	4566112	4904305	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000568.1	18377237	22603869	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000605.1	34828517	37625893	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000631.1	3810176	4134832	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000639.1	4767534	5043690	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000656.1	7227135	8330407	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000662.1	14230361	15430767	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000725.1	5251332	5897171	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000729.1	18694226	20196548	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000758.1	975756	1085400	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000813.1	11187837	11955185	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000840.1	1367071	1632252	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000865.1	5135876	5632780	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000883.1	3059118	3417756	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000937.1	4390555	4962076	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000949.1	20345967	21728717	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01000988.1	2479646	2735913	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001044.1	18134395	19498879	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001060.1	1098975	1207502	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001082.1	5764552	6183420	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001118.1	40255368	43432362	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001124.1	72618047	77635453	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001163.1	3745188	4369200	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001265.1	73359581	78241664	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001468.1	831477	1237503	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001483.1	19528681	22112283	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001562.1	61659973	65318870	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001681.1	12104582	12842294	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001793.1	2291793	2746760	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001927.1	16260064	17424193	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01001979.1	25234875	26863023	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002035.1	23147428	25855162	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002121.1	37027601	39642964	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002153.1	49103364	52779707	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002217.1	45725638	48974587	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002223.1	18599312	20071758	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002350.1	4315471	5263486	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002356.1	3265369	3526091	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002608.1	163159974	174637986	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002616.1	44795845	48316953	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002707.1	3549339	3856166	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002912.1	9279288	10557072	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002937.1	28766700	31191070	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01002959.1	14580611	15611092	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003018.1	9584652	12540673	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003020.1	2938696	3427406	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003039.1	28950003	30973037	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003044.1	10157014	11055029	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003143.1	47713104	50716511	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003144.1	6395202	6778932	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003148.1	22123257	24135546	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003151.1	12578590	13964239	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003155.1	3956630	4294730	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003156.1	2801522	3210761	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003157.1	52019422	55411749	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003159.1	4177741	4414711	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003162.1	2216367	3665504	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003163.1	1516391	1844730	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003167.1	1123469	1241355	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003169.1	31176677	33246457	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003176.1	78301667	83498177	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003179.1	1693599	1833744	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003181.1	1664167	1798427	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003185.1	12734912	13677105	chrX	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003186.1	6365201	6902354	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003190.1	10912658	11731645	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003193.1	1923813	2160534	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003198.1	17985726	20311016	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003199.1	11174854	12027699	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003200.1	12939531	13727898	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003201.1	9135246	9809859	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003203.1	1931144	2076526	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003204.1	67039222	71343598	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003205.1	1688863	1883402	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003206.1	7213397	7841023	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003209.1	2276169	2486359	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003210.1	1677995	2003413	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003211.1	5192944	5662433	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003212.1	11161869	12954997	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003214.1	11086710	11799218	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003215.1	35207757	37775253	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003218.1	6781311	7538535	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003220.1	1494220	1708617	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003225.1	5211600	6040094	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003227.1	1436283	1599864	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003228.1	4138129	4459879	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
VBSM01003230.1	5077509	5598561	aut	Cheirogaleus_major_ssp	Cheirogaleus_medius_ssp
CM063169.1	201774742	225891398	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063170.1	190426557	213207081	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063171.1	177283753	200608863	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063172.1	161157344	180558055	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063173.1	153524246	177445979	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063174.1	148375173	172857475	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063175.1	146245459	159943476	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063176.1	127378236	149673457	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063177.1	123838317	142222349	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063178.1	119974650	141386870	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063179.1	116796624	139568441	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063180.1	120145684	136549375	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063181.1	91287699	127762620	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063182.1	110814091	120132445	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063183.1	103238946	116725275	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063184.1	91980457	97767715	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063185.1	69187715	74192488	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063186.1	46784740	71285419	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063187.1	44224826	59391307	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063188.1	46350817	52871570	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063189.1	42890634	49293811	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063190.1	42598015	46927961	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
CM063191.1	129874810	148490209	chrX	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000025.1	33459	3264631	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000026.1	109115	2686650	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000029.1	159278	2148722	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000032.1	144509	898227	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000033.1	1299	1151088	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000037.1	650147	3835207	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000038.1	5163	1524794	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000042.1	17694	1188916	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000043.1	1880145	10066007	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000045.1	1894632	6478013	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000049.1	138036	2488271	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000052.1	171034	4022628	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000059.1	3758	2546756	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000062.1	1508	1711728	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000093.1	424001	2979944	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000113.1	366952	2431693	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000124.1	11967	812972	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000149.1	177125	4579690	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000159.1	90669	4068872	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000183.1	897	978956	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000191.1	168	18027	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000198.1	1297	1749620	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000200.1	1444159	8715598	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000213.1	51264	7550399	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000227.1	13417	5273260	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000229.1	4206	1472077	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000242.1	54786	1882031	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000265.1	11707	2906847	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000274.1	783	638596	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000295.1	7368	1295345	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000296.1	2022	1017798	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000323.1	10842	1040887	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000359.1	4275	4359584	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000364.1	4273	425064	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000366.1	2221	1182187	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000369.1	107	1116516	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000378.1	3847	1413258	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000384.1	314	2296966	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000397.1	3257	1060973	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000402.1	5336	1689989	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000405.1	80850	2249647	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000408.1	2457976	8494603	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000409.1	456	1350672	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000411.1	1934056	2423332	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
JASSZA010000432.1	430832	7148072	aut	Saguinus_bicolor_ssp	Saguinus_oedipus_ssp
NW_022680461.1	1174295	1303016	chrX	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022680465.1	950104	1068559	chrX	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022680471.1	1264989	1393254	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022680749.1	8867205	9415339	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681430.1	3283911	3494016	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681431.1	30007088	31591691	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681432.1	5142556	6072280	chrX	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681433.1	18767692	19784399	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681435.1	22118643	23459447	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681437.1	1785897	1950672	chrX	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681439.1	3970000	4243443	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681440.1	6593924	6862827	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681441.1	2494833	2699858	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681442.1	35420568	36897547	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681443.1	1822705	1916685	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681444.1	10540835	11161196	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681445.1	2924419	3153827	chrX	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681446.1	1437368	1504347	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681447.1	1054028	1124458	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681448.1	1791051	1926681	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681450.1	1359314	1489261	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681451.1	1003258	1167327	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681453.1	186865586	196507340	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681454.1	172238255	183716451	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681455.1	123324240	130977518	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681456.1	124363545	132225652	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681457.1	113223695	121848611	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681458.1	122330509	131301403	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681459.1	58769726	63122110	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681460.1	108563938	115096352	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681461.1	93708490	99203500	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681462.1	102102469	108518624	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681463.1	69538881	73783053	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681464.1	47751714	50697668	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681465.1	166117733	178942633	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681466.1	67808155	72259651	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681467.1	56747315	60157446	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681468.1	155530942	164878855	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681469.1	143015931	152494648	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681470.1	141047031	149663445	aut	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
NW_022681471.1	113787668	130977656	chrX	Trachypithecus_phayrei_ssp	Trachypithecus_francoisi_ssp
