ID,ID_PGDP,group,family,genus,species,subspecies,species_full,species_short,species_genotyping,reference,SEX,len_chrA,len_chrA_contigs_shorter_than_1Mb,len_chrX,len_chrX_contigs_shorter_than_1Mb,len_chrY,len_chrY_contigs_shorter_than_1Mb,total_seq_chrA,total_seq_chrX,total_seq_chrY,len_cov_chrA,len_cov_chrX,len_cov_chrY,frac_cov_chrA,frac_cov_chrX,frac_cov_chrY,frac_cov_gw,rel_frac_cov_YX,nonN_frac,frac_cov_gw_cor,threshold,threshold_chrX,good_frac_cov,cov_chrA,cov_chrX,cov_chrY,cov_gw,rel_cov_chrX,gSEX,gSEX_source,callable_chrA,callable_chrX,GT00_chrA,GT01_chrA,GT11_chrA,GTmis_chrA,GT00_chrX,GT0_chrX,GT01_chrX,GT11_chrX,GT1_chrX,GTmis_chrX,het_chrA,het_chrX,rel_chrX_het,hom_alt_chrA,hom_alt_chrX,hem_alt_chrX,rel_chrX_hom_alt,mis_chrA,mis_chrX,div_chrA,clade,subclade_split,sample_used_for_q,q25_div_chrA,q50_div_chrA,q75_div_chrA,q25_frac_cov_chrA,q50_frac_cov_chrA,q75_frac_cov_chrA,zscore_div_chrA,zscore_frac_cov_chrA,dupl_group,remove_as_duplicate,low_mis,low_frac_cov_qc,high_div_chrA_qc,high_mis_qc,low_div_chrA_qc,masterQC,manual_fix,reason,finalQC,Kuderna_AB_QC,Kuderna_COV_QC,relatives,remove_as_relative,generation,founder,remove_manual,pedigree_source,MQ1kb,MQ1Mb,total_reads,mapped_reads,properly_paired_reads,f_mapped_reads
SAMEA112483018,PD_0265,OWM,Cercopithecidae,Papio,anubis,ssp,Papio_anubis_ssp,P.anubis_ssp,Papio_anubis_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,102000000000.0,5379313782.0,60338033.0,2561047658,138102248.0,1326202.0,0.9882,0.9677,0.1596,0.9847,0.1649,0.9992,0.9855,0.9,0.9,True,39.7894,38.9517,45.4969,39.7494,0.9789,F,chrX,2464991795,131763368.0,29884119,5444417,2062435,870849,729424.0,,165971.0,70755.0,,33883.0,0.0022087,0.0012596,0.5702977,0.0008367,0.000537,,0.641797,0.0003533,0.0002572,0.001941,Papio_anubis_ssp1b,0.0018,True,0.0019591,0.0019777,0.0019959,0.988,0.9882,0.9882,-0.9949,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.9783,57.3487,781729446,768231839,741298946,0.983
SAMEA112483019,PD_0266,OWM,Cercopithecidae,Papio,anubis,ssp,Papio_anubis_ssp,P.anubis_ssp,Papio_anubis_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,168000000000.0,4604863193.0,344943645.0,2561671955,138045079.0,7941294.0,0.9885,0.9673,0.9556,0.9873,0.9879,0.9992,0.9881,0.9,0.9,True,65.7251,33.3577,43.4367,64.0095,0.5075,M,chrX,2464991795,131763368.0,30103907,5400066,2080046,677801,,793629.0,,,196430.0,9974.0,0.0021907,,,0.0008438,,0.0014908,,0.000275,7.57e-05,0.0019392,Papio_anubis_ssp1b,0.0018,True,0.0019591,0.0019777,0.0019959,0.988,0.9882,0.9882,-1.0452,1.5,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.0478,57.4115,1254201316,1234094052,1190118786,0.984
SAMEA112483020,PD_0267,OWM,Cercopithecidae,Papio,anubis,ssp,Papio_anubis_ssp,P.anubis_ssp,Papio_anubis_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,116000000000.0,3200545158.0,246711194.0,2560985780,138123978.0,7937470.0,0.9882,0.9679,0.9552,0.9871,0.9869,0.9992,0.9879,0.9,0.9,True,45.1805,23.1715,31.0818,44.0162,0.5129,M,chrX,2464991795,131763368.0,29919819,5178147,2358720,805134,,844303.0,,,147063.0,8667.0,0.0021007,,,0.0009569,,0.0011161,,0.0003266,6.58e-05,0.0020072,Papio_anubis_ssp1b,0.0018,True,0.0019591,0.0019777,0.0019959,0.988,0.9882,0.9882,0.8029,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.9403,57.299,875171540,859987471,826284304,0.983
SAMEA112483021,PD_0268,OWM,Cercopithecidae,Papio,cynocephalus,ssp,Papio_cynocephalus_ssp,P.cynocephalus_ssp,Papio_cynocephalus_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,95567223870.0,2638858253.0,185325478.0,2559764177,137847692.0,7813870.0,0.9878,0.9659,0.9403,0.9865,0.9735,0.9992,0.9873,0.9,0.9,True,37.3344,19.1433,23.7175,36.3682,0.5128,M,chrX,2452327925,130937225.0,54314969,6179427,5115214,1507067,,1635026.0,,,302735.0,21275.0,0.0025198,,,0.0020859,,0.0023121,,0.0006145,0.0001625,0.0033458,Papio_anubis_ssp6,0.0,True,0.0031857,0.0033434,0.0033562,0.9877,0.9878,0.9879,0.0141,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7288,57.1048,731452968,715674622,684188198,0.978
SAMEA112483022,PD_0269,OWM,Cercopithecidae,Papio,cynocephalus,ssp,Papio_cynocephalus_ssp,P.cynocephalus_ssp,Papio_cynocephalus_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,92898720791.0,2584306489.0,189370036.0,2559553974,137819869.0,7823454.0,0.9877,0.9657,0.9415,0.9864,0.9749,0.9992,0.9872,0.9,0.9,True,36.2949,18.7513,24.2054,35.3661,0.5166,M,chrX,2452327925,130937225.0,54297916,6100646,5161457,1556658,,1635195.0,,,303728.0,20113.0,0.0024877,,,0.0021047,,0.0023196,,0.0006348,0.0001536,0.0033486,Papio_anubis_ssp6,0.0,True,0.0031857,0.0033434,0.0033562,0.9877,0.9878,0.9879,0.0304,-0.5,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7656,57.1414,711038526,695826567,664455344,0.979
SAMEA112483023,PD_0270,OWM,Cercopithecidae,Papio,cynocephalus,ssp,Papio_cynocephalus_ssp,P.cynocephalus_ssp,Papio_cynocephalus_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,94145076693.0,5036603248.0,57675523.0,2559974780,137924750.0,1344913.0,0.9878,0.9665,0.1618,0.9842,0.1675,0.9992,0.985,0.9,0.9,True,36.7758,36.517,42.8842,36.7656,0.993,F,chrX,2452327925,130937225.0,54194354,6300299,5080878,1541146,1516953.0,,155331.0,224565.0,,62187.0,0.0025691,0.0011863,0.4617558,0.0020719,0.0017151,,0.8277872,0.0006284,0.0004749,0.0033564,Papio_anubis_ssp6,0.0,True,0.0031857,0.0033434,0.0033562,0.9877,0.9878,0.9879,0.0765,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7579,57.141,738500938,722459285,689496520,0.978
SAMEA112483024,PD_0271,OWM,Cercopithecidae,Papio,cynocephalus,ssp,Papio_cynocephalus_ssp,P.cynocephalus_ssp,Papio_cynocephalus_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,90834068260.0,4853612968.0,52070141.0,2559877664,137916408.0,1340418.0,0.9878,0.9664,0.1613,0.9842,0.1669,0.9992,0.985,0.9,0.9,True,35.4838,35.1924,38.8462,35.4705,0.9918,F,chrX,2452327925,130937225.0,54223507,6200816,5116039,1576315,1517737.0,,147951.0,230691.0,,62657.0,0.0025285,0.0011299,0.4468734,0.0020862,0.0017618,,0.8445244,0.0006428,0.0004785,0.0033505,Papio_anubis_ssp6,0.0,True,0.0031857,0.0033434,0.0033562,0.9877,0.9878,0.9879,0.0416,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7498,57.1375,713457164,697779755,665319128,0.978
SAMEA112483025,PD_0272,OWM,Cercopithecidae,Papio,cynocephalus,ssp,Papio_cynocephalus_ssp,P.cynocephalus_ssp,Papio_cynocephalus_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,86490775909.0,4622285552.0,48730442.0,2559615004,137923181.0,1332985.0,0.9877,0.9664,0.1604,0.9841,0.166,0.9992,0.9849,0.9,0.9,True,33.7905,33.5135,36.5574,33.7777,0.9918,F,chrX,2452327925,130937225.0,54022114,6410763,5026092,1657708,1501018.0,,175211.0,216192.0,,66615.0,0.0026142,0.0013381,0.5118787,0.0020495,0.0016511,,0.8056095,0.000676,0.0005088,0.0033566,Papio_anubis_ssp6,0.0,True,0.0031857,0.0033434,0.0033562,0.9877,0.9878,0.9879,0.0776,-0.5,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7408,57.1249,676491272,661917460,631961324,0.978
SAMEA112483028,PD_0390,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,87108675084.0,4693451517.0,51457810.0,2557934342,137900581.0,1294441.0,0.987,0.9663,0.1558,0.9834,0.1612,0.9992,0.9842,0.9,0.9,True,34.0543,34.035,39.7529,34.0561,0.9994,F,chrX,2455330248,131132655.0,1858440,1251664,4524869,268126,44311.0,,25423.0,137073.0,,12579.0,0.0005098,0.0001939,0.3803103,0.0018429,0.0010453,,0.5672114,0.0001092,9.59e-05,0.0020978,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,0.565,-1.3333,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.659,57.0388,680572762,666672336,633797466,0.98
SAMEA112483029,PD_0391,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,96676925228.0,5393721008.0,53366068.0,2558058075,137973514.0,1355836.0,0.9871,0.9668,0.1632,0.9835,0.1688,0.9992,0.9843,0.9,0.9,True,37.7931,39.0924,39.3603,37.8603,1.0344,F,chrX,2455330248,131132655.0,1906789,1132727,4565573,298010,42219.0,,27727.0,135783.0,,13657.0,0.0004613,0.0002114,0.4583283,0.0018595,0.0010355,,0.556864,0.0001214,0.0001041,0.0020901,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,-2.6421,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.2012,56.5545,772127888,754962360,718912356,0.978
SAMEA112483030,PD_0392,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,101000000000.0,5342838757.0,63776345.0,2558250852,137945631.0,1295243.0,0.9872,0.9666,0.1559,0.9836,0.1613,0.9992,0.9844,0.9,0.9,True,39.3023,38.7315,49.2389,39.2779,0.9855,F,chrX,2455330248,131132655.0,1854533,1275638,4515104,257824,43596.0,,26789.0,136467.0,,12534.0,0.0005195,0.0002043,0.3932132,0.0018389,0.0010407,,0.5659251,0.000105,9.56e-05,0.0020987,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,0.9448,1.3333,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMEA112483035;SAMEA112483036,True,,,,,55.7622,57.1457,776146696,760827073,726857246,0.98
SAMEA112483031,PD_0393,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,90315293400.0,4769047819.0,61995512.0,2557968909,137888790.0,1306889.0,0.9871,0.9662,0.1573,0.9835,0.1628,0.9992,0.9843,0.9,0.9,True,35.3074,34.5862,47.4375,35.2764,0.9796,F,chrX,2455330248,131132655.0,1863653,1258077,4512925,268444,43898.0,,25909.0,136919.0,,12660.0,0.0005124,0.0001976,0.3856049,0.001838,0.0010441,,0.5680737,0.0001093,9.65e-05,0.0020942,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,-0.9284,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.8078,57.192,694348818,680500282,651868502,0.98
SAMEA112483032,PD_0394,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,88767552627.0,4707754423.0,76712377.0,2557982014,137924603.0,1314274.0,0.9871,0.9665,0.1582,0.9835,0.1636,0.9992,0.9843,0.9,0.9,True,34.7022,34.1328,58.3686,34.6846,0.9836,F,chrX,2455330248,131132655.0,1859435,1267484,4510477,265703,44122.0,,25224.0,137585.0,,12455.0,0.0005162,0.0001924,0.3726237,0.001837,0.0010492,,0.5711467,0.0001082,9.5e-05,0.0020951,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,-0.5429,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7327,57.1159,689920032,675896403,644339906,0.98
SAMEA112483033,PD_0395,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,85843468070.0,2415770637.0,171997567.0,2557938208,137901435.0,7912911.0,0.987,0.9663,0.9522,0.9859,0.9854,0.9992,0.9867,0.9,0.9,True,33.5596,17.5181,21.7363,32.7069,0.522,M,chrX,2455330248,131132655.0,1847996,1259155,4516464,279484,,65931.0,,,150420.0,3035.0,0.0005128,,,0.0018395,,0.0011471,,0.0001138,2.31e-05,0.0020959,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,-0.2314,-1.3333,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.5916,56.9565,653995208,640081570,609815206,0.979
SAMEA112483034,PD_0396,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,90387720374.0,2488160406.0,187923604.0,2558138315,137928021.0,7915259.0,0.9871,0.9665,0.9525,0.9859,0.9855,0.9992,0.9867,0.9,0.9,True,35.3334,18.0396,23.7419,34.4173,0.5106,M,chrX,2455330248,131132655.0,1843304,1277983,4508542,273270,,66142.0,,,150397.0,2847.0,0.0005205,,,0.0018362,,0.0011469,,0.0001113,2.17e-05,0.0020965,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,0.0236,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.748,57.1243,683390734,669126537,639446728,0.979
SAMEA112483035,PD_0397,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,88041474783.0,2461517365.0,173860043.0,2557718463,137947084.0,7914300.0,0.987,0.9666,0.9524,0.9858,0.9853,0.9992,0.9866,0.9,0.9,True,34.4219,17.8439,21.9678,33.5396,0.5184,M,chrX,2455330248,131132655.0,1854853,1252626,4521015,274605,,65871.0,,,150647.0,2868.0,0.0005102,,,0.0018413,,0.0011488,,0.0001118,2.19e-05,0.0020964,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,-0.0115,-1.3333,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMEA112483030,False,,,,,55.6436,57.0162,673799742,659875987,626739920,0.979
SAMEA112483036,PD_0398,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,88626182235.0,2446288582.0,180778114.0,2558049556,137932659.0,7913363.0,0.9871,0.9665,0.9523,0.9859,0.9853,0.9992,0.9867,0.9,0.9,True,34.646,17.7354,22.8447,33.7488,0.5119,M,chrX,2455330248,131132655.0,1840272,1265735,4514595,282497,,66129.0,,,150222.0,3035.0,0.0005155,,,0.0018387,,0.0011456,,0.0001151,2.31e-05,0.0020964,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,0.0115,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMEA112483030,False,,,,,55.7046,57.0761,674849442,661145449,631088528,0.98
SAMEA112483037,PD_0399,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,95352493786.0,2641193534.0,210070823.0,2558170667,137908499.0,7915168.0,0.9871,0.9663,0.9525,0.9859,0.9857,0.9992,0.9867,0.9,0.9,True,37.2737,19.1518,26.5403,36.318,0.5138,M,chrX,2455330248,131132655.0,1878727,1210893,4546002,267477,,66553.0,,,150144.0,2689.0,0.0004932,,,0.0018515,,0.001145,,0.0001089,2.05e-05,0.0020981,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,0.6928,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7874,57.1672,719636712,704902067,673341976,0.98
SAMEA112483038,PD_0400,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,112000000000.0,3115929339.0,235222175.0,2558602043,137948363.0,7918948.0,0.9873,0.9666,0.953,0.9861,0.9859,0.9992,0.9869,0.9,0.9,True,43.9113,22.5876,29.7037,42.782,0.5144,M,chrX,2455330248,131132655.0,1862493,1267340,4514969,258297,,66726.0,,,150239.0,2421.0,0.0005162,,,0.0018388,,0.0011457,,0.0001052,1.85e-05,0.0020969,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,0.2126,2.6667,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7593,57.1341,853441550,836601851,798469908,0.98
SAMEA112483039,PD_0401,OWM,Cercopithecidae,Papio,papio,ssp,Papio_papio_ssp,P.papio_ssp,Papio_papio_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,93195697906.0,2564035543.0,203367679.0,2558096954,137911695.0,7914840.0,0.9871,0.9664,0.9525,0.9859,0.9856,0.9992,0.9867,0.9,0.9,True,36.4317,18.5919,25.6945,35.4903,0.5103,M,chrX,2455330248,131132655.0,1859919,1246782,4524205,272193,,66482.0,,,150052.0,2852.0,0.0005078,,,0.0018426,,0.0011443,,0.0001109,2.17e-05,0.0020965,Papio_anubis_ssp2,0.0,True,0.0020944,0.0020964,0.0020968,0.9871,0.9871,0.9872,0.0343,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.9229,57.3091,697132552,683152460,656038082,0.98
SAMEA112483130,SAMEA112483130,OWM,Cercopithecidae,Trachypithecus,johnii,ssp,Trachypithecus_johnii_ssp,T.johnii_ssp,Trachypithecus_johnii_ssp,Trachypithecus_francoisi,Unknown,2647069419,82844472.0,144527659.0,0.0,1129609.0,0.0,78868089012.0,2066622416.0,12234112.0,2622213269,139517505.0,886061.0,0.9906,0.9653,0.7844,0.9892,0.8126,1.0,0.9892,0.9,0.9,True,30.0769,14.8126,13.8073,29.3008,0.4925,M,chrX,2449785732,123633577.0,3447880,4814956,15322426,450224,,84624.0,,,660882.0,6196.0,0.0019655,,,0.0062546,,0.0053455,,0.0001838,5.01e-05,0.0072373,Trachypithecus_francoisi_ssp6,0.0,True,0.0072399,0.0072885,0.0072909,0.9901,0.9906,0.9908,-1.0048,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7462,56.3471,591630460,570797124,536935580,0.965
SAMEA112483159,PD_0692,OWM,Cercopithecidae,Papio,ursinus,ssp,Papio_ursinus_ssp,P.ursinus_ssp,Papio_ursinus_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,94265625862.0,2654497138.0,181100774.0,2559559728,137896079.0,7571678.0,0.9877,0.9663,0.9112,0.9863,0.943,0.9992,0.9871,0.9,0.9,True,36.8288,19.25,23.9182,35.8966,0.5227,M,chrX,2446509871,130650657.0,9318881,4882809,5757086,438706,,271272.0,,,296272.0,4336.0,0.0019958,,,0.0023532,,0.0022677,,0.0001793,3.32e-05,0.0033511,Papio_anubis_ssp5,0.0,True,0.0032631,0.0033468,0.0033478,0.9877,0.9877,0.9878,0.0503,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.6495,57.0436,728930558,711520758,665777408,0.976
SAMEA112483160,PD_0693,OWM,Cercopithecidae,Papio,ursinus,ssp,Papio_ursinus_ssp,P.ursinus_ssp,Papio_ursinus_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,92566407860.0,4780043447.0,44528162.0,2559704449,137903694.0,1331589.0,0.9877,0.9663,0.1602,0.9841,0.1658,0.9992,0.9849,0.9,0.9,True,36.1629,34.6622,33.4399,36.0849,0.9585,F,chrX,2446509871,130650657.0,9205687,5122894,5625419,443482,205116.0,,111924.0,238854.0,,15986.0,0.002094,0.0008567,0.409113,0.0022994,0.0018282,,0.795084,0.0001813,0.0001224,0.0033463,Papio_anubis_ssp5,0.0,True,0.0032631,0.0033468,0.0033478,0.9877,0.9877,0.9878,-0.0058,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7138,57.1145,730080914,712890628,666453386,0.976
SAMEA112483161,PD_0694,OWM,Cercopithecidae,Papio,ursinus,ssp,Papio_ursinus_ssp,P.ursinus_ssp,Papio_ursinus_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,93468071106.0,4910986553.0,46721019.0,2559707738,137942600.0,1323442.0,0.9877,0.9666,0.1593,0.9841,0.1648,0.9992,0.9849,0.9,0.9,True,36.5151,35.6017,35.3027,36.4679,0.975,F,chrX,2446509871,130650657.0,9197043,5135749,5620203,444487,213424.0,,94017.0,248460.0,,15979.0,0.0020992,0.0007196,0.3427978,0.0022972,0.0019017,,0.8278275,0.0001817,0.0001223,0.0033468,Papio_anubis_ssp5,0.0,True,0.0032631,0.0033468,0.0033478,0.9877,0.9877,0.9878,0.0,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.6574,57.0585,738964282,721012146,673350474,0.976
SAMEA112483162,PD_0695,OWM,Cercopithecidae,Papio,ursinus,ssp,Papio_ursinus_ssp,P.ursinus_ssp,Papio_ursinus_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,97253972868.0,5260667946.0,54285427.0,2559783866,137935113.0,1338630.0,0.9878,0.9665,0.1611,0.9841,0.1667,0.9992,0.9849,0.9,0.9,True,37.993,38.1387,40.553,38.0018,1.0038,F,chrX,2446509871,130650657.0,9150451,5241972,5568915,436144,200994.0,,119570.0,235662.0,,15654.0,0.0021426,0.0009152,0.4271328,0.0022763,0.0018038,,0.792418,0.0001783,0.0001198,0.0033476,Papio_anubis_ssp5,0.0,True,0.0032631,0.0033468,0.0033478,0.9877,0.9877,0.9878,0.0088,0.6667,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7227,57.1254,764036350,746210227,699197890,0.977
SAMEA112483163,PD_0696,OWM,Cercopithecidae,Papio,hamadryas,ssp,Papio_hamadryas_ssp,P.hamadryas_ssp,Papio_hamadryas_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,96118456760.0,2702246804.0,184444263.0,2559418532,137975107.0,7654073.0,0.9876,0.9668,0.9211,0.9863,0.9527,0.9992,0.9871,0.9,0.9,True,37.5548,19.585,24.0975,36.6001,0.5215,M,chrX,2455111883,131266210.0,11139160,4030370,3859476,548510,,331939.0,,,173062.0,5719.0,0.0016416,,,0.001572,,0.0013184,,0.0002234,4.36e-05,0.0023928,Papio_anubis_ssp3,0.0,True,0.0023757,0.0023853,0.0023904,0.9877,0.9878,0.9879,0.5117,-1.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7637,57.1572,732198744,716887224,674873784,0.979
SAMEA112483164,PD_0697,OWM,Cercopithecidae,Papio,hamadryas,ssp,Papio_hamadryas_ssp,P.hamadryas_ssp,Papio_hamadryas_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,124000000000.0,3517089400.0,239021907.0,2560112608,137919532.0,7658095.0,0.9879,0.9664,0.9216,0.9866,0.9536,0.9992,0.9874,0.9,0.9,True,48.3994,25.501,31.2117,47.1836,0.5269,M,chrX,2455111883,131266210.0,11144715,4142177,3784582,506042,,326422.0,,,178907.0,5391.0,0.0016872,,,0.0015415,,0.0013629,,0.0002061,4.11e-05,0.0023851,Papio_anubis_ssp3,0.0,True,0.0023757,0.0023853,0.0023904,0.9877,0.9878,0.9879,-0.0144,0.5,SAMEA112483164,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.8072,57.1954,938751610,921118340,872163940,0.981
SAMEA112483165,PD_0698,OWM,Cercopithecidae,Papio,hamadryas,ssp,Papio_hamadryas_ssp,P.hamadryas_ssp,Papio_hamadryas_ssp,Papio_anubis,F,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,81624505492.0,4395770327.0,41045603.0,2559409938,138025888.0,1279271.0,0.9876,0.9672,0.1539,0.984,0.1592,0.9992,0.9848,0.9,0.9,True,31.8919,31.8474,32.0852,31.8897,0.9986,F,chrX,2455111883,131266210.0,11068796,4121934,3795241,591545,261369.0,,100747.0,126478.0,,22126.0,0.0016789,0.0007675,0.4571402,0.0015459,0.0009635,,0.6232955,0.0002409,0.0001686,0.0023853,Papio_anubis_ssp3,0.0,True,0.0023757,0.0023853,0.0023904,0.9877,0.9878,0.9879,0.0004,-1.0,SAMEA112483165,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7265,57.1249,638649548,624843383,587441540,0.978
SAMEA112483166,PD_0699,OWM,Cercopithecidae,Papio,hamadryas,ssp,Papio_hamadryas_ssp,P.hamadryas_ssp,Papio_hamadryas_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,111000000000.0,2980799412.0,204377124.0,2559510721,137910253.0,7648516.0,0.9877,0.9664,0.9204,0.9863,0.9525,0.9992,0.9871,0.9,0.9,True,43.4092,21.6141,26.7211,42.2508,0.4979,M,chrX,2455111883,131266210.0,11401503,3701478,3965568,508967,,325871.0,,,179250.0,5599.0,0.0015077,,,0.0016152,,0.0013655,,0.0002073,4.27e-05,0.0023691,Papio_anubis_ssp3,0.0,True,0.0023757,0.0023853,0.0023904,0.9877,0.9878,0.9879,-1.1051,-0.5,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.7726,57.1588,842226706,824434313,779985414,0.979
