chrom	length	end_pos	chr_type	species	reference
NC_060925.1	173370977	248367473	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060926.1	186671876	242630205	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060927.1	153018619	201091448	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060928.1	145173067	193335817	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060929.1	138117123	181828450	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060930.1	131926113	172088286	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060931.1	112286851	160543662	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060932.1	110141732	146173809	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060933.1	82973489	150417849	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060934.1	100574797	134553813	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060935.1	97293403	135055456	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060936.1	101365189	133298545	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060937.1	70492714	113549868	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060938.1	69314628	101129841	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060939.1	59230682	99717480	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060940.1	55868589	96173591	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060941.1	56118659	84239678	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060942.1	58323306	80532380	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060943.1	32815692	61678079	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060944.1	47311821	66168714	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060945.1	25089941	45059916	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060946.1	22760282	51297094	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060947.1	29370684	153919818	chrX	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060948.1	56063	62317733	aut	Piliocolobus_kirkii_ssp	Homo_sapiens_ssp
NC_060925.1	85943594	248359680	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060926.1	101350723	242612450	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060927.1	84327059	201091448	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060928.1	62075878	193270592	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060929.1	70865338	181833975	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060930.1	70041936	171950864	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060931.1	58792665	160487693	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060932.1	56020933	146178721	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060933.1	45962788	150406030	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060934.1	49786056	134553038	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060935.1	52696163	135098627	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060936.1	50348574	133133224	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060937.1	38164403	113548682	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060938.1	35856436	99788023	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060939.1	33091647	99592331	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060940.1	26959571	96153889	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060941.1	28051564	84155812	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060942.1	30376455	80524034	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060943.1	10522338	61673207	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060944.1	24120525	66168714	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060945.1	11575153	45058319	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060946.1	10255800	51294901	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060947.1	42503505	154127201	chrX	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060948.1	3964	27422959	aut	Varecia_variegata_ssp	Homo_sapiens_ssp
NC_060925.1	77280824	248367473	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060926.1	88400825	242607525	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060927.1	72391745	201091448	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060928.1	56490684	193327545	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060929.1	61730934	181836187	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060930.1	60435467	171966000	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060931.1	51110547	160492133	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060932.1	46544325	146224167	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060933.1	40607781	150404471	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060934.1	44860887	134525582	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060935.1	44836207	135084321	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060936.1	43105671	133133359	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060937.1	33110697	113544433	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060938.1	30762210	100161752	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060939.1	28129696	99717513	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060940.1	25298611	96155713	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060941.1	24823161	84237832	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060942.1	26295379	80532257	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060943.1	10079322	61673566	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060944.1	21547476	66168713	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060945.1	10852095	45058319	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060946.1	9087642	51294851	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060947.1	31719586	154003805	chrX	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060948.1	4974	27435001	aut	Loris_lydekkerianus_ssp	Homo_sapiens_ssp
NC_060925.1	136189869	248367473	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060926.1	150190369	242614027	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060927.1	121313207	200870540	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060928.1	113292480	193335817	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060929.1	112437838	181829274	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060930.1	103604031	171965861	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060931.1	88879435	160543483	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060932.1	86692534	146230808	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060933.1	68313782	150579220	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060934.1	78088487	134552376	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060935.1	79257330	135117559	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060936.1	79815798	133288538	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060937.1	59265212	113538864	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060938.1	54705250	101081190	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060939.1	46348531	99624549	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060940.1	44759422	96173483	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060941.1	42317119	84226079	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060942.1	47517272	80529565	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060943.1	23415580	61672389	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060944.1	37935947	66166050	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060945.1	19277087	45053160	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060946.1	18220955	51297094	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060947.1	80250510	154132917	chrX	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060948.1	18953	62102532	aut	Cacajao_calvus_ssp	Homo_sapiens_ssp
NC_060925.1	183617200	248366471	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060926.1	200458885	242614027	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060927.1	167043527	201091448	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060928.1	155333680	193425211	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060929.1	147416363	181804679	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060930.1	141926280	172088286	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060931.1	124223208	160562064	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060932.1	119725092	146236295	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060933.1	91913962	150445091	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060934.1	106724120	134585786	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060935.1	107103535	135122933	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060936.1	108770321	133305934	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060937.1	80542029	113551192	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060938.1	73233041	101132146	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060939.1	65413104	99624549	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060940.1	61038509	96175454	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060941.1	60658006	84227922	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060942.1	64401088	80511172	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060943.1	40731609	61680213	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060944.1	51258156	66168714	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060945.1	26924519	45064906	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060946.1	25694820	51285517	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060947.1	110936125	154220315	chrX	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060948.1	35306	62391198	aut	Nomascus_siki_ssp	Homo_sapiens_ssp
NC_060925.1	128543366	248367472	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060926.1	146063625	242609858	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060927.1	116360060	201091448	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060928.1	107582785	193243426	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060929.1	107963415	181812347	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060930.1	100999052	171965862	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060931.1	85340375	160543483	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060932.1	84836353	146234119	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060933.1	65611639	150464987	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060934.1	74083940	134550818	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060935.1	76362985	135092046	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060936.1	77573031	133298472	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060937.1	57568541	113550112	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060938.1	53056166	101125864	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060939.1	44106947	99656813	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060940.1	43136197	96167073	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060941.1	38900009	84237841	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060942.1	46615253	80533405	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060943.1	21191693	61683045	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060944.1	35956548	66166050	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060945.1	18157377	45059309	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060946.1	16339307	51297094	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060947.1	75260373	153998546	chrX	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060948.1	18672	62102532	aut	Alouatta_seniculus_ssp	Homo_sapiens_ssp
NC_060925.1	183966920	248368172	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060926.1	202497590	242614027	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060927.1	168138503	201091448	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060928.1	157224695	193425211	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060929.1	148707185	181833294	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060930.1	142204391	172088286	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060931.1	124765608	160562064	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060932.1	120574986	146246554	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060933.1	93347350	150440603	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060934.1	107988221	134723256	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060935.1	107559123	135125023	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060936.1	109523602	133305934	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060937.1	81714579	113551196	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060938.1	73639884	101146893	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060939.1	65799600	99657890	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060940.1	61122029	96175454	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060941.1	60822864	84227922	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060942.1	64758219	80535172	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060943.1	40110458	61683258	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060944.1	51274156	66168714	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060945.1	27023398	45064906	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060946.1	25898959	51298856	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060947.1	112346734	154220315	chrX	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060948.1	65426	62391198	aut	Symphalangus_syndactylus_ssp	Homo_sapiens_ssp
NC_060925.1	108676742	248367473	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060926.1	158566173	242614027	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060927.1	59599753	201091448	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060928.1	38571173	192581887	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060929.1	128610179	181844881	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060930.1	83119397	171965863	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060931.1	52888109	159438138	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060932.1	109700687	146233093	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060933.1	59722049	149011158	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060934.1	29769173	134461484	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060935.1	38358738	132231833	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060936.1	96095018	133298545	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060937.1	69687045	113544951	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060938.1	53715	101124264	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060939.1	2279084	99624549	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060940.1	5535897	96170323	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060941.1	43060670	84016316	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060942.1	45940964	80532380	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060943.1	6399977	61631905	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060944.1	26211859	66168714	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060945.1	24952353	45059916	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060946.1	46793	50976882	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060947.1	4560481	143923344	chrX	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060948.1	21696	27437274	aut	Papio_cynocephalus_ssp	Homo_sapiens_ssp
NC_060925.1	85163796	248359680	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060926.1	99730053	242612450	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060927.1	84460178	200824410	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060928.1	60665393	193270592	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060929.1	69543977	181833975	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060930.1	69945389	171950857	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060931.1	56682504	160487693	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060932.1	54948351	146178721	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060933.1	45347067	150406030	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060934.1	48937938	134553038	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060935.1	51959324	135098627	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060936.1	49765769	133133224	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060937.1	37448585	113548682	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060938.1	35281094	99788023	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060939.1	32603630	99592331	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060940.1	26584013	96153889	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060941.1	27635178	84155826	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060942.1	28549466	77669156	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060943.1	10349187	61673207	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060944.1	23778152	66168714	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060945.1	12236708	45058319	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060946.1	10027109	51294901	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060947.1	40712098	154127201	chrX	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060948.1	3759	27422959	aut	Varecia_rubra_ssp	Homo_sapiens_ssp
NC_060925.1	195870419	248368172	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060926.1	210092360	242630205	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060927.1	176413281	201091448	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060928.1	167454788	193404413	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060929.1	157667356	181848721	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060930.1	150846336	172088286	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060931.1	130455421	160562076	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060932.1	126710306	146236081	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060933.1	97559801	150445091	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060934.1	113309185	134585775	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060935.1	111297197	135123885	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060936.1	116161891	133316840	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060937.1	85957927	113552164	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060938.1	78040596	101155614	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060939.1	68456897	99716441	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060940.1	63357182	96175454	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060941.1	64853092	84239663	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060942.1	67273273	80531202	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060943.1	43965973	61678123	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060944.1	53262220	66168714	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060945.1	29322403	45075648	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060946.1	27507548	51298856	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060947.1	123266697	154220315	chrX	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060948.1	53015	27437274	aut	Pongo_abelii_ssp	Homo_sapiens_ssp
NC_060925.1	83069880	248359680	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060926.1	92479473	242613581	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060927.1	76328707	201091448	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060928.1	53588307	193243148	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060929.1	63257052	181824078	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060930.1	62688030	172085353	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060931.1	52357357	160475859	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060932.1	51247108	146178716	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060933.1	43013240	150406030	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060934.1	45450781	134525779	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060935.1	48269090	135117002	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060936.1	44929387	133133224	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060937.1	33304016	113544449	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060938.1	32659229	100140781	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060939.1	30749178	99592332	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060940.1	25954908	96133490	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060941.1	26118173	84226605	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060942.1	26509662	80520393	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060943.1	9200623	61675724	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060944.1	23807105	66168009	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060945.1	10414538	45058319	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060946.1	10145709	51283084	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060947.1	34920138	154003805	chrX	Indri_indri_ssp	Homo_sapiens_ssp
NC_060948.1	3975	27435002	aut	Indri_indri_ssp	Homo_sapiens_ssp
NC_060925.1	178594230	248367473	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060926.1	192226488	242630205	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060927.1	160692747	201091448	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060928.1	146818355	193335817	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060929.1	138621155	181844881	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060930.1	136354724	172088286	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060931.1	113260444	160562076	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060932.1	114870778	146233131	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060933.1	87587839	150418452	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060934.1	102729807	134553813	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060935.1	100774148	135123417	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060936.1	104669397	133316840	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060937.1	75772172	113550823	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060938.1	71287754	101155759	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060939.1	62481596	99717480	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060940.1	58041764	96170323	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060941.1	58698076	84235735	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060942.1	60313970	80532380	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060943.1	34736732	61683242	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060944.1	48854196	66168714	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060945.1	26211224	45061722	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060946.1	24425688	51297094	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060947.1	104604889	154219366	chrX	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060948.1	48724	62098752	aut	Macaca_silenus_ssp	Homo_sapiens_ssp
NC_060925.1	147699272	248367473	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060926.1	166012010	242614027	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060927.1	133667538	200870540	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060928.1	126741602	193335817	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060929.1	123310078	181836656	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060930.1	115362346	172088406	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060931.1	98718367	160543483	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060932.1	96259582	146234119	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060933.1	74875690	150465191	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060934.1	86105280	134550818	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060935.1	86946150	135117559	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060936.1	87723675	133295236	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
NC_060937.1	65435187	113550110	aut	Plecturocebus_cinerascens_ssp	Homo_sapiens_ssp
